name,address,latitude,longitude
목동행복한  ,서울특별시 양천구 목동동로 309,37.5259049,126.8718078
신정DT  ,서울특별시 양천구 신월로 341,37.5171531,126.8397244
목동역  ,서울특별시 양천구 목동로 203,37.5295532,126.8640797
목동오목로  ,서울특별시 양천구 오목로 279,37.5249601,126.8715914
목동8단지  ,서울특별시 양천구 목동서로 299,37.525344,126.8697077
오목교역  ,서울특별시 양천구 오목로 354,37.5249601,126.8715914
신월IC DT  ,서울특별시 양천구 남부순환로 430,37.5195455,126.8384331
목동7단지  ,서울특별시 양천구 목동서로 213,37.525344,126.8697077
목동5단지  ,"서울특별시 양천구 목동동로 411,",37.5259049,126.8718078
목동  ,서울특별시 양천구 목동서로 67,37.5365304,126.8787851
현대목동  ,서울특별시 양천구 목동동로 257,37.526657,126.8748737
목동파라곤  ,"서울특별시 양천구 목동서로 155,",37.525344,126.8697077
목동트라팰리스  ,서울특별시 양천구 오목로 299,37.5249601,126.8715914
목동10단지  ,서울특별시 양천구 목동서로 401,37.525344,126.8697077
신월동DT  ,서울특별시 양천구 남부순환로 319,37.5195455,126.8384331
타임스퀘어R  ,서울특별시 영등포구 영중로 15,37.517527,126.9061017
샛강역  ,서울특별시 영등포구 여의대방로 376,37.5097471,126.9241921
영등포역  ,서울특별시 영등포구 경인로 870,37.5179124,126.9113028
